pair,model,prompt_mode,wrapper,normalization,contrast,n,estimate,ci_low,ci_high,positive_rate
zh_ja,gemma3_4b,plain,bare,sum,full_minus_language_only,27,3.6508818908973977,1.70323938175484,6.116165770866252,0.7407407407407407
zh_ja,gemma3_4b,plain,bare,sum,masked_minus_shuffled,27,2.864988406499227,1.2683381972489534,4.385666097976543,0.8148148148148148
zh_ja,gemma3_4b,plain,definition,mean,full_minus_shuffled,27,0.5570654648321646,0.18369283709261153,0.916684583712507,0.8148148148148148
zh_ja,gemma3_4b,plain,definition,mean,full_minus_language_only,27,0.49749392491799815,0.16992008178322401,0.815134498808119,0.7777777777777778
zh_ja,gemma3_4b,plain,definition,mean,masked_minus_shuffled,27,0.561186843448215,0.2535030228120309,0.8518752901642409,0.8148148148148148
zh_ja,gemma3_4b,plain,definition,sum,full_minus_shuffled,27,3.4671271288836443,1.1651636008863095,5.638240105134468,0.8148148148148148
zh_ja,gemma3_4b,plain,definition,sum,full_minus_language_only,27,3.2337899384675204,1.2607746018303765,5.12019240502958,0.7777777777777778
zh_ja,gemma3_4b,plain,definition,sum,masked_minus_shuffled,27,3.099712371826172,1.3679667640615394,4.801138058415164,0.7777777777777778
zh_ja,gemma3_4b,plain,refers,mean,full_minus_shuffled,27,0.7784555444010982,0.5062004642354117,1.061171782789407,0.8148148148148148
zh_ja,gemma3_4b,plain,refers,mean,full_minus_language_only,27,0.6198046251579568,0.36187169320053525,0.8853242541904801,0.7777777777777778
zh_ja,gemma3_4b,plain,refers,mean,masked_minus_shuffled,27,0.6832833025190566,0.44749335668705126,0.9044492525083047,0.8518518518518519
zh_ja,gemma3_4b,plain,refers,sum,full_minus_shuffled,27,5.245176279986346,3.3390061069417882,7.248302234543693,0.8518518518518519
zh_ja,gemma3_4b,plain,refers,sum,full_minus_language_only,27,4.471890378881384,2.49930017347689,6.927083761603744,0.7777777777777778
zh_ja,gemma3_4b,plain,refers,sum,masked_minus_shuffled,27,4.0740433092470525,2.5820863953343145,5.492309448454114,0.8148148148148148
zh_ja,qwen25_7b,chat,bare,mean,full_minus_shuffled,27,2.7615062439883196,1.6186215219674287,3.9393073820405533,0.7777777777777778
zh_ja,qwen25_7b,chat,bare,mean,full_minus_language_only,27,2.1732420259051852,1.4908295183270066,2.878519667740221,0.8518518518518519
zh_ja,qwen25_7b,chat,bare,mean,masked_minus_shuffled,27,5.15079485045539,3.716217543681463,6.618793309838683,0.9629629629629629
zh_ja,qwen25_7b,chat,bare,sum,full_minus_shuffled,27,8.566874327483001,4.612778260531249,13.087150085413894,0.8148148148148148
zh_ja,qwen25_7b,chat,bare,sum,full_minus_language_only,27,7.428769782737449,5.0070237707208705,9.952912190666906,0.8148148148148148
zh_ja,qwen25_7b,chat,bare,sum,masked_minus_shuffled,27,13.526304615868462,9.57117598498309,18.380975635404937,0.9259259259259259
zh_ja,qwen25_7b,chat,definition,mean,full_minus_shuffled,27,1.0769246595877189,0.6222271963402077,1.5299102154042978,0.8518518518518519
zh_ja,qwen25_7b,chat,definition,mean,full_minus_language_only,27,1.2372074127197266,0.9185294038719601,1.5712680430323984,0.9629629629629629
zh_ja,qwen25_7b,chat,definition,mean,masked_minus_shuffled,27,1.8939101872620758,1.3353970763859926,2.4792047721368293,0.9629629629629629
zh_ja,qwen25_7b,chat,definition,sum,full_minus_shuffled,27,6.7983259978117765,3.9552462825068724,9.751691934797496,0.8888888888888888
zh_ja,qwen25_7b,chat,definition,sum,full_minus_language_only,27,7.356837943748191,5.12122190616749,9.670553733684397,0.9629629629629629
zh_ja,qwen25_7b,chat,definition,sum,masked_minus_shuffled,27,11.980565247712311,8.230282032931292,16.194497429883036,0.9629629629629629
zh_ja,qwen25_7b,chat,refers,mean,full_minus_shuffled,27,2.0001089484603316,1.4344075785742865,2.576414251106756,0.9259259259259259
zh_ja,qwen25_7b,chat,refers,mean,full_minus_language_only,27,2.0232663772724293,1.625382192046554,2.428524342731193,1.0
zh_ja,qwen25_7b,chat,refers,mean,masked_minus_shuffled,27,2.5255050747482866,1.845524791434959,3.2355178206055246,0.9629629629629629
zh_ja,qwen25_7b,chat,refers,sum,full_minus_shuffled,27,13.09418734797725,9.474722048088356,17.010737998397264,0.9259259259259259
zh_ja,qwen25_7b,chat,refers,sum,full_minus_language_only,27,13.318209895381221,10.714102626729895,15.997074113068754,1.0
zh_ja,qwen25_7b,chat,refers,sum,masked_minus_shuffled,27,16.805444364194518,12.189476064399436,22.05053393046061,0.9629629629629629
zh_ja,qwen25_7b,plain,bare,mean,full_minus_shuffled,27,2.431770541049816,1.3769328151588087,3.4112497555988788,0.8148148148148148
zh_ja,qwen25_7b,plain,bare,mean,full_minus_language_only,27,2.5410075231834695,1.698822738285418,3.3777526984612143,0.8888888888888888
zh_ja,qwen25_7b,plain,bare,mean,masked_minus_shuffled,27,5.176537019235116,3.4711034764846165,6.866010360585318,0.8518518518518519
zh_ja,qwen25_7b,plain,bare,sum,full_minus_shuffled,27,6.124553848195959,4.098244055332961,8.131457432994136,0.8888888888888888
zh_ja,qwen25_7b,plain,bare,sum,full_minus_language_only,27,5.973997667983726,4.019344623552429,7.920831402915493,0.9259259259259259
zh_ja,qwen25_7b,plain,bare,sum,masked_minus_shuffled,27,12.609456565645006,8.964840171072218,16.45369191258041,0.8888888888888888
zh_ja,qwen25_7b,plain,definition,mean,full_minus_shuffled,27,1.069280399216546,0.6005023534651156,1.5599830634064145,0.8888888888888888
zh_ja,qwen25_7b,plain,definition,mean,full_minus_language_only,27,1.2020440234078302,0.9210007429122924,1.480824629465739,0.9629629629629629
zh_ja,qwen25_7b,plain,definition,mean,masked_minus_shuffled,27,1.9299647322407476,1.4103661644238012,2.4637993616086464,0.9629629629629629
zh_ja,qwen25_7b,plain,definition,sum,full_minus_shuffled,27,6.558882854602955,3.9874172316657175,9.090768542996157,0.8888888888888888
zh_ja,qwen25_7b,plain,definition,sum,full_minus_language_only,27,7.071565274839048,5.368235404403122,8.884830380369115,0.9629629629629629
zh_ja,qwen25_7b,plain,definition,sum,masked_minus_shuffled,27,11.854220107749656,8.723035830038565,15.325218635135224,0.9629629629629629
zh_ja,qwen25_7b,plain,refers,mean,full_minus_shuffled,27,1.2726363650074712,0.85167681089154,1.6947543414654556,0.8518518518518519
zh_ja,qwen25_7b,plain,refers,mean,full_minus_language_only,27,1.3116494063977842,1.0096111085679795,1.6048098553110053,0.9629629629629629
zh_ja,qwen25_7b,plain,refers,mean,masked_minus_shuffled,27,2.1900338331858316,1.6634330372015635,2.7481946068781387,0.9629629629629629
zh_ja,qwen25_7b,plain,refers,sum,full_minus_shuffled,27,8.460809319107621,5.803503064756041,11.24918389055463,0.8518518518518519
zh_ja,qwen25_7b,plain,refers,sum,full_minus_language_only,27,8.789300777294018,6.706955594486661,11.001907817522683,0.9629629629629629
zh_ja,qwen25_7b,plain,refers,sum,masked_minus_shuffled,27,14.731817068877044,10.922034933831956,19.022918408005317,0.9629629629629629
zh_ja,qwen3_8b,chat,bare,mean,full_minus_shuffled,27,0.7717093891567655,-0.17435153590308294,1.6915948501339662,0.5555555555555556
zh_ja,qwen3_8b,chat,bare,mean,full_minus_language_only,27,0.946697923872206,0.2791451568956728,1.6407824492013006,0.6666666666666666
zh_ja,qwen3_8b,chat,bare,mean,masked_minus_shuffled,27,2.9598172505696616,1.6267527041611847,4.350022382206383,0.7037037037037037
zh_ja,qwen3_8b,chat,bare,sum,full_minus_shuffled,27,3.020907331396032,0.3263710489979497,5.78688762894383,0.5925925925925926
zh_ja,qwen3_8b,chat,bare,sum,full_minus_language_only,27,3.5249318370112666,1.4589529426009566,5.647715915573967,0.6666666666666666
zh_ja,qwen3_8b,chat,bare,sum,masked_minus_shuffled,27,8.518421914842394,5.166139782799615,11.908112080891927,0.8148148148148148
zh_ja,qwen3_8b,chat,definition,mean,full_minus_shuffled,27,0.9830002784729004,0.7375023526174052,1.2312951467655322,0.9259259259259259
zh_ja,qwen3_8b,chat,definition,mean,full_minus_language_only,27,1.004610194100274,0.7733241911287662,1.2489212894881214,0.9629629629629629
zh_ja,qwen3_8b,chat,definition,mean,masked_minus_shuffled,27,1.227601130803426,0.8915226903226641,1.561614097489251,0.9259259259259259
zh_ja,qwen3_8b,chat,definition,sum,full_minus_shuffled,27,5.508655265525535,4.300542946215029,6.722918732961018,0.9629629629629629
zh_ja,qwen3_8b,chat,definition,sum,full_minus_language_only,27,5.645803168967918,4.3457784105230255,6.9839305965988725,1.0
zh_ja,qwen3_8b,chat,definition,sum,masked_minus_shuffled,27,7.11347375092683,5.401480589972603,8.798405578401352,0.9629629629629629
zh_ja,qwen3_8b,chat,refers,mean,full_minus_shuffled,27,1.1327991927111591,0.9091980154867526,1.3599651753902433,1.0
zh_ja,qwen3_8b,chat,refers,mean,full_minus_language_only,27,1.1343608255739566,0.9084192847764051,1.3787616727528749,1.0
zh_ja,qwen3_8b,chat,refers,mean,masked_minus_shuffled,27,1.4192340462296098,1.1063566644986471,1.7562000627870913,0.9629629629629629
zh_ja,qwen3_8b,chat,refers,sum,full_minus_shuffled,27,7.422185403329355,5.968205554397018,8.928651979234482,1.0
zh_ja,qwen3_8b,chat,refers,sum,full_minus_language_only,27,7.525236836186162,6.011456132818151,9.146406392697935,1.0
zh_ja,qwen3_8b,chat,refers,sum,masked_minus_shuffled,27,9.418285793728298,7.228980912102593,11.68321456202754,0.8888888888888888
zh_ja,qwen3_8b,plain,bare,mean,full_minus_shuffled,27,1.9046796781045419,1.1954431071325586,2.577544930908415,0.8148148148148148
zh_ja,qwen3_8b,plain,bare,mean,full_minus_language_only,27,1.943827626881776,1.390835677418444,2.5377328830736645,0.9259259259259259
zh_ja,qwen3_8b,plain,bare,mean,masked_minus_shuffled,27,5.062970481537007,3.8113409443585957,6.277530512324086,0.9259259259259259
zh_ja,qwen3_8b,plain,bare,sum,full_minus_shuffled,27,5.250116326190807,3.361216655815089,7.343376491687916,0.8888888888888888
zh_ja,qwen3_8b,plain,bare,sum,full_minus_language_only,27,5.223968903223674,3.4544122645148523,7.119356689188214,0.9629629629629629
zh_ja,qwen3_8b,plain,bare,sum,masked_minus_shuffled,27,10.54975175857544,7.9558139103430285,13.068834062858864,0.9259259259259259
zh_ja,qwen3_8b,plain,definition,mean,full_minus_shuffled,27,1.2151077102731775,0.9674892232373908,1.4715574273356684,0.9629629629629629
zh_ja,qwen3_8b,plain,definition,mean,full_minus_language_only,27,1.2191928404348868,0.9821641460612968,1.4569096239628612,1.0
zh_ja,qwen3_8b,plain,definition,mean,masked_minus_shuffled,27,1.6733657739780567,1.288766320215331,2.065974613361888,0.9629629629629629
zh_ja,qwen3_8b,plain,definition,sum,full_minus_shuffled,27,7.081348949008518,5.681955731356585,8.481838220137135,1.0
zh_ja,qwen3_8b,plain,definition,sum,full_minus_language_only,27,6.846063119393808,5.332012408751028,8.3386288607562,1.0
zh_ja,qwen3_8b,plain,definition,sum,masked_minus_shuffled,27,9.423293396278664,7.297311749281707,11.62319845535137,0.9629629629629629
zh_ja,qwen3_8b,plain,refers,mean,full_minus_shuffled,27,1.603098781020553,1.2696198261446423,1.955197028760556,0.9629629629629629
zh_ja,qwen3_8b,plain,refers,mean,full_minus_language_only,27,1.5911652953536422,1.2684967068610369,1.915468092869829,1.0
zh_ja,qwen3_8b,plain,refers,mean,masked_minus_shuffled,27,1.675488237981443,1.2884250793192122,2.073879583124761,0.9259259259259259
zh_ja,qwen3_8b,plain,refers,sum,full_minus_shuffled,27,10.300040315698695,8.282868093031425,12.40688343224702,0.9629629629629629
zh_ja,qwen3_8b,plain,refers,sum,full_minus_language_only,27,10.325552445870859,8.302055516066375,12.419348063292325,1.0
zh_ja,qwen3_8b,plain,refers,sum,masked_minus_shuffled,27,11.079819749902796,8.759646880185162,13.441861942962362,0.9259259259259259
